Session folder: output/sub1_radiometric/20260722_182801
Console log:    output/sub1_radiometric/20260722_182801/run.log
=========================================================
 SUB-DATASET 1: Radiometric calibration R(phi)
=========================================================
  Inclination:        0 to 70 deg (step 2)
  Azimuth:            0 to 360 deg (step 2)
  Fixed LED-PD dist:  1 m
  Acquisition:        1 s (1000 samples @ 1000 Hz)
  Total orientations: 6301
  Estimated time:     157.5 min
=========================================================

--- Robot base position (global frame, meters) ---
Robot base X [m]: Robot base Y [m]: Sending robot base to (-0.5, -0.5, 0.6) [calibration offset included]...
Sending PD to (0.0, 0.0, 1.0)...
[Info] Sending command for receiver to face upward (vertical)...
PD in position, pointing to the zenith.

--- Session metadata (press Enter to accept the [default]) ---
Operator [Kevin]: LED serial [SFH4725S]: PD serial [BPX61]: I_LED [mA] (manual) [500]: T_ambient [C] (manual) [26]: T_LED [C] (manual) [31]: Comment / reason [NA]: Moving gimbal to (0,0)...

=== STARTING R(phi) SWEEP ===

[18:43:11] 254/6301  inc=4.000000  az=144.000000  ->  V = 8.642562 V
[18:43:15] 255/6301  inc=4.000000  az=146.000000  ->  V = 8.643083 V
[18:43:19] 256/6301  inc=4.000000  az=148.000000  ->  V = 8.648472 V
[18:43:23] 257/6301  inc=4.000000  az=150.000000  ->  V = 8.646019 V
[18:43:26] 258/6301  inc=4.000000  az=152.000000  ->  V = 8.637404 V
[18:43:30] 259/6301  inc=4.000000  az=154.000000  ->  V = 8.640768 V
[18:43:34] 260/6301  inc=4.000000  az=156.000000  ->  V = 8.638337 V
[18:43:38] 261/6301  inc=4.000000  az=158.000000  ->  V = 8.638794 V
[18:43:42] 262/6301  inc=4.000000  az=160.000000  ->  V = 8.638802 V
[18:43:46] 263/6301  inc=4.000000  az=162.000000  ->  V = 8.633403 V
[18:43:50] 264/6301  inc=4.000000  az=164.000000  ->  V = 8.633123 V
[18:43:54] 265/6301  inc=4.000000  az=166.000000  ->  V = 8.633731 V
[18:43:58] 266/6301  inc=4.000000  az=168.000000  ->  V = 8.653666 V
[18:44:02] 267/6301  inc=4.000000  az=170.000000  ->  V = 8.653364 V
[18:44:06] 268/6301  inc=4.000000  az=172.000000  ->  V = 8.650331 V
[18:44:09] 269/6301  inc=4.000000  az=174.000000  ->  V = 8.663325 V
[18:44:13] 270/6301  inc=4.000000  az=176.000000  ->  V = 8.661951 V
[18:44:17] 271/6301  inc=4.000000  az=178.000000  ->  V = 8.664703 V
[18:44:21] 272/6301  inc=4.000000  az=180.000000  ->  V = 8.666158 V
[18:44:25] 273/6301  inc=4.000000  az=182.000000  ->  V = 8.662516 V
[18:44:29] 274/6301  inc=4.000000  az=184.000000  ->  V = 8.676385 V
[18:44:33] 275/6301  inc=4.000000  az=186.000000  ->  V = 8.638084 V
[18:44:37] 276/6301  inc=4.000000  az=188.000000  ->  V = 8.657224 V
[18:44:41] 277/6301  inc=4.000000  az=190.000000  ->  V = 8.681028 V
[18:44:45] 278/6301  inc=4.000000  az=192.000000  ->  V = 8.695170 V
[18:44:49] 279/6301  inc=4.000000  az=194.000000  ->  V = 8.653029 V
[18:44:53] 280/6301  inc=4.000000  az=196.000000  ->  V = 8.662871 V
[18:44:57] 281/6301  inc=4.000000  az=198.000000  ->  V = 8.683330 V
