Case,Area_mm2,RMS_full_cm,RMS_conditional_cm,Coverage_percent
1,63.8036465679591,5.01711036353961,5.01711036353961,100
1,68.7656021933632,4.65508809953563,4.65508809953563,100
1,74.1134449106948,4.31918846591805,4.31918846591805,100
1,79.8771848326912,4.00752651834464,4.00752651834464,100
1,86.0891659331735,3.71835332539068,3.71835332539068,100
1,92.7842475494485,3.45004615419364,3.45004615419364,100
1,100,3.20109936427726,3.20109936427726,100
2,5,18.8636306900193,18.8636306900193,100
2,5.38884577076006,17.5024777962412,17.5024777962412,100
2,5.80793174820771,16.2395423257517,16.2395423257517,100
2,6.25960968763844,15.067737152423,15.067737152423,100
2,6.74641423836782,13.9804865396044,13.9804865396044,100
2,7.27107716724477,12.9716892395238,12.9716892395238,100
2,7.8365426883154,12.035684255345,12.035684255345,100
2,8.44598398466182,11.1672190737493,11.1672190737493,100
2,9.1028210151304,10.3614201897768,10.3614201897768,100
2,9.81073970587425,9.61376575852101,9.61376575852101,100
2,10.5737126344056,8.92006022021026,8.92006022021026,100
2,11.3960213222298,8.27641075627978,8.27641075627978,100
2,12.2822802611579,7.67920544431581,7.67920544431581,100
2,13.2374628081261,7.12509298928472,7.12509298928472,100
2,14.2669290938328,6.61096391730633,6.61096391730633,100
2,15.3764561018069,6.13393312643823,6.13393312643823,100
2,16.5722700866999,5.69132369655207,5.69132369655207,100
2,17.8610815137213,5.2806518674493,5.2806518674493,100
2,19.2501227152835,4.89961310091874,4.89961310091874,100
2,20.7471884761735,4.54606914852165,4.54606914852165,100
2,22.3606797749979,4.21803605253344,4.21803605253344,100
2,24.0996509273635,3.91367301270761,3.91367301270761,100
2,25.9738603953433,3.63127205638659,3.63127205638659,100
2,26.4,3.57265732765517,3.57265732765517,100
2,27.9938255483516,3.36924845399168,3.36924845399168,100
2,30.1708816827258,3.12613182610761,3.12613182610761,100
2,32.5172456312118,2.90055789225779,2.90055789225779,100
2,35.0460843193044,2.69126081506753,2.69126081506753,100
2,37.7715886531567,2.49706609685356,2.49706609685356,100
2,40.7090531536905,2.31688398877796,2.31688398877796,100
2,43.8749617837822,2.14970337558128,2.14970337558128,100
2,47.2870804501588,1.99458610157819,1.99458610157819,100
2,50.9645566990858,1.8506617060752,1.8506617060752,100
2,54.9280271653059,1.71712253866766,1.71712253866766,100
2,59.1997333771905,1.59321922700478,1.59321922700478,100
2,63.8036465679591,1.47825647158953,1.47825647158953,100
2,68.7656021933632,1.37158914401537,1.37158914401537,100
2,74.1134449106948,1.27261866674458,1.27261866674458,100
2,79.8771848326912,1.18078965411278,1.18078965411278,100
2,86.0891659331735,1.09558679571028,1.09558679571028,100
2,92.7842475494485,1.0165319646509,1.0165319646509,100
2,100,0.943181534500964,0.943181534500964,100
3,5,18.5916643616748,18.5916643616748,100
3,5.38884577076006,17.250135884899,17.250135884899,100
3,5.80793174820771,16.0054087820609,16.0054087820609,100
3,6.25960968763844,14.8504981056486,14.8504981056486,100
3,6.74641423836782,13.7789229246712,13.7789229246712,100
3,7.27107716724477,12.7846699560746,12.7846699560746,100
3,7.8365426883154,11.8621598204242,11.8621598204242,100
3,8.44598398466182,11.0062157324936,11.0062157324936,100
3,9.1028210151304,10.2120344510633,10.2120344510633,100
3,9.81073970587425,9.4751593249095,9.4751593249095,100
3,10.5737126344056,8.79145528372869,8.79145528372869,100
3,11.3960213222298,8.15708563365389,8.15708563365389,100
3,12.2822802611579,7.56849052714994,7.56849052714994,100
3,13.2374628081261,7.02236698646737,7.02236698646737,100
3,14.2669290938328,6.51565036855462,6.51565036855462,100
3,15.3764561018069,6.04549716741628,6.04549716741628,100
3,16.5722700866999,5.60926905741042,5.60926905741042,100
3,17.8610815137213,5.2045180879423,5.2045180879423,100
3,19.2501227152835,4.82897294647221,4.82897294647221,100
3,20.7471884761735,4.48052621275068,4.48052621275068,100
3,22.3606797749979,4.15722253275652,4.15722253275652,100
3,24.0996509273635,3.85724764597426,3.85724764597426,100
3,25.9738603953433,3.57891820443603,3.57891820443603,100
3,26.4,3.52114855334751,3.52114855334751,100
3,27.9938255483516,3.32067232639621,3.32067232639621,100
3,30.1708816827258,3.08106083162949,3.08106083162949,100
3,32.5172456312118,2.85873910916821,2.85873910916821,100
3,35.0460843193044,2.65245957184353,2.65245957184353,100
3,37.7715886531567,2.46106465528834,2.46106465528834,100
3,40.7090531536905,2.28348032211472,2.28348032211472,100
3,43.8749617837822,2.11871003481387,2.11871003481387,100
3,47.2870804501588,1.96582916355671,1.96582916355671,100
3,50.9645566990858,1.82397979751371,1.82397979751371,100
3,54.9280271653059,1.69236593057705,1.69236593057705,100
3,59.1997333771905,1.57024899446913,1.57024899446913,100
3,63.8036465679591,1.45694371417097,1.45694371417097,100
3,68.7656021933632,1.35181426241252,1.35181426241252,100
3,74.1134449106948,1.25427069164559,1.25427069164559,100
3,79.8771848326912,1.16376562347662,1.16376562347662,100
3,86.0891659331735,1.07979117698193,1.07979117698193,100
3,92.7842475494485,1.00187611866802,1.00187611866802,100
3,100,0.929583218083743,0.929583218083743,100
