K,Pattern,FOV_deg,Budget,RMS_full_cm,RMS_conditional_cm,LightCoverage_percent,RegularCoverage_percent,TargetCoverage_percent,AxisPEB_cm
12,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
13,repeat_triplet,85,fixed_total,Inf,0.435781549302559,100,96.0270498732037,96.0270498732037,0.130505903977686
14,repeat_triplet,85,fixed_total,Inf,0.43581561280319,100,96.0270498732037,96.0270498732037,0.130502498846885
15,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
16,repeat_triplet,85,fixed_total,Inf,0.434995392502264,100,96.0270498732037,96.0270498732037,0.130265267996661
17,repeat_triplet,85,fixed_total,Inf,0.435033627364025,100,96.0270498732037,96.0270498732037,0.130265433414616
18,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
19,repeat_triplet,85,fixed_total,Inf,0.434551751903644,100,96.0270498732037,96.0270498732037,0.13012880901041
20,repeat_triplet,85,fixed_total,Inf,0.434582726067049,100,96.0270498732037,96.0270498732037,0.130128361338618
21,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
22,repeat_triplet,85,fixed_total,Inf,0.434274875378227,100,96.0270498732037,96.0270498732037,0.130043228836993
23,repeat_triplet,85,fixed_total,Inf,0.434302396338371,100,96.0270498732037,96.0270498732037,0.130042987406818
24,repeat_triplet,85,fixed_total,Inf,0.433473509411381,100,96.0270498732037,96.0270498732037,0.129785466509836
25,repeat_triplet,85,fixed_total,Inf,0.43408933833412,100,96.0270498732037,96.0270498732037,0.129985598419785
26,repeat_triplet,85,fixed_total,Inf,0.434115822546811,100,96.0270498732037,96.0270498732037,0.129986008923916
27,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
28,repeat_triplet,85,fixed_total,Inf,0.433959848988931,100,96.0270498732037,96.0270498732037,0.12994517653541
29,repeat_triplet,85,fixed_total,Inf,0.433984350838074,100,96.0270498732037,96.0270498732037,0.129945761114852
30,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
